"vague","grappe","menage","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
1,529,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,60,1,1,4,,,2,,3000,4,,,4,,,4,,,4,,,4,,
2,300,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,478,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,541,10,2,1,1050,,4,,,1,4000,,4,,,4,,,1,600,,4,,
2,365,2,1,4,,,4,,,1,5000,,1,350,,4,,,1,1000,,4,,
2,347,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,365,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,234,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,90,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,34,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,89,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,244,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,19,12,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,6,8,1,5100,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,24,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,466,7,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,27,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,2,1,4,,,1,400,,1,1000,,4,,,4,,,4,,,4,,
1,208,11,4,1,200,,4,,,1,1200,,4,,,4,,,4,,,4,,
2,113,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,140,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,1,2,4,,,2,,4200,4,,,4,,,4,,,1,700,,4,,
1,222,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,327,9,2,1,1000,,4,,,4,,,1,700,,1,1400,,4,,,4,,
1,430,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,490,2,1,2,,1000,2,,1100,2,,1000,1,100,,2,,250,4,,,4,,
1,389,5,1,1,1750,,2,,3500,1,3500,,4,,,4,,,4,,,4,,
2,128,1,1,4,,,4,,,1,1250,,4,,,4,,,4,,,4,,
1,129,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,10,2,1,1,3500,,1,500,,1,2100,,4,,,4,,,1,300,,4,,
2,229,1,1,4,,,4,,,4,,,2,,600,1,1200,,2,,800,4,,
2,490,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,547,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,334,1,1,4,,,2,,7000,4,,,4,,,4,,,4,,,4,,
1,321,3,2,4,,,1,18000,,4,,,4,,,4,,,4,,,1,5000,
2,121,1,2,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
2,324,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,526,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,233,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,208,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,560,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,3,1,4,,,4,,,4,,,1,1300,,4,,,1,1000,,4,,
2,590,1,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
2,405,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,49,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,582,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,220,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,144,1,3,2,,1200,4,,,1,600,,4,,,4,,,4,,,4,,
1,345,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,96,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,81,4,2,4,,,4,,,1,10000,,1,5000,,4,,,4,,,4,,
2,86,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,150,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,433,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,543,5,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,204,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,530,1,4,1,4800,,4,,,4,,,4,,,4,,,4,,,4,,
1,239,8,8,4,,,4,,,4,,,1,800,,4,,,4,,,4,,
2,196,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,480,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,542,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,122,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,81,12,1,4,,,2,,3000,1,4000,,4,,,4,,,1,800,,4,,
1,147,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,455,10,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
2,280,2,1,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
2,338,1,2,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
2,579,2,2,1,11000,,4,,,4,,,4,,,1,3500,,4,,,4,,
1,35,7,2,1,1000,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,172,2,2,1,1600,,4,,,4,,,4,,,4,,,4,,,4,,
1,569,11,1,1,2800,,4,,,4,,,4,,,1,1400,,1,2000,,4,,
2,48,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,463,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,70,3,1,1,2800,,1,3500,,1,2100,,4,,,4,,,1,200,,4,,
2,50,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,240,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,278,10,1,1,4550,,4,,,4,,,1,1400,,4,,,1,600,,4,,
2,475,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,332,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,210,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,248,1,1,4,,,4,,,1,1500,,1,800,,1,700,,4,,,4,,
1,419,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,455,3,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,494,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,525,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,234,3,1,1,3500,,4,,,1,3500,,4,,,4,,,4,,,4,,
2,352,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,230,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,503,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,390,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,307,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,482,2,1,1,3500,,4,,,4,,,4,,,1,2000,,4,,,4,,
1,465,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,269,3,2,4,,,1,7000,,4,,,4,,,4,,,4,,,4,,
1,301,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,101,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,167,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,152,10,1,1,250,,2,,4500,1,1000,,1,500,,4,,,1,250,,4,,
1,255,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,482,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,562,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,444,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,430,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,484,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,442,6,1,4,,,4,,,4,,,4,,,1,1700,,1,1200,,4,,
1,165,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,527,5,2,4,,,4,,,4,,,3,400,200,4,,,1,2100,,4,,
1,116,6,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,2,1,4,,,2,,5000,4,,,4,,,4,,,4,,,4,,
1,463,1,2,2,,4900,2,,10500,2,,10000,4,,,2,,700,2,,1500,4,,
1,466,12,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,533,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,383,7,1,1,2100,,4,,,4,,,1,700,,4,,,4,,,4,,
1,415,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,517,1,1,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,520,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,455,6,3,4,,,4,,,4,,,1,200,,1,2000,,4,,,4,,
2,205,2,1,4,,,4,,,1,3700,,4,,,4,,,4,,,4,,
2,300,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,129,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,317,5,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,134,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,154,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,190,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,551,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,231,1,22,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,83,7,5,3,1000,400,4,,,1,17500,,1,7000,,4,,,4,,,4,,
2,304,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,238,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,222,7,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,271,11,5,1,6000,,4,,,4,,,1,3500,,4,,,1,3000,,4,,
1,392,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,198,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,507,12,1,1,400,,4,,,4,,,4,,,4,,,4,,,4,,
2,225,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,168,2,1,1,2100,,4,,,4,,,4,,,4,,,1,200,,4,,
1,339,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,100,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,371,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,3,8,1,4,,,2,,4200,2,,3500,4,,,4,,,1,700,,1,4000,
2,128,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,414,1,1,4,,,2,,1500,4,,,4,,,4,,,4,,,4,,
2,344,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,6,2,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,18,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,154,8,2,1,2100,,4,,,4,,,2,,2100,1,350,,4,,,4,,
1,293,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,85,1,1,1,3225,,4,,,4,,,4,,,2,,4200,1,1000,,4,,
2,547,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,523,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,4,2,2,4,,,1,14000,,1,11200,,4,,,4,,,1,1400,,4,,
2,308,2,1,4,,,4,,,4,,,1,1050,,4,,,1,825,,4,,
2,376,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,39,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,535,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,566,1,1,1,2500,,2,,3500,2,,3500,4,,,1,300,,4,,,4,,
1,574,4,1,4,,,4,,,4,,,4,,,1,700,,4,,,4,,
2,515,1,2,1,2625,,4,,,4,,,4,,,4,,,4,,,4,,
1,199,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,8,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,151,2,1,1,3500,,4,,,4,,,4,,,1,100,,1,1200,,4,,
1,81,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,148,2,2,1,1400,,2,,3500,1,500,,1,500,,1,350,,2,,700,4,,
2,170,2,5,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
2,296,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,260,1,1,4,,,4,,,4,,,4,,,1,1500,,1,700,,4,,
1,66,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,236,2,1,4,,,4,,,4,,,4,,,1,800,,4,,,4,,
2,64,1,1,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
1,571,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,304,4,1,1,14200,,4,,,4,,,1,3500,,4,,,1,2100,,4,,
1,131,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,66,3,1,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
1,65,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,409,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,590,2,1,4,,,1,2000,,1,2000,,4,,,4,,,4,,,4,,
1,7,8,1,4,,,4,,,1,65000,,1,500,,4,,,4,,,4,,
2,403,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,204,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,138,2,1,4,,,1,500,,4,,,4,,,4,,,4,,,4,,
2,146,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,306,2,1,1,1000,,1,14000,,1,15000,,4,,,1,700,,1,2000,,4,,
2,300,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,289,7,10,1,2650,,4,,,4,,,4,,,4,,,4,,,4,,
2,107,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,241,7,1,1,2100,,2,,3500,3,3500,1500,4,,,1,350,,1,300,,4,,
2,212,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,570,1,2,4,,,4,,,4,,,4,,,1,700,,4,,,4,,
1,507,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,591,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,259,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,226,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,244,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,582,3,8,4,,,4,,,4,,,4,,,1,1400,,4,,,4,,
2,422,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,455,8,1,3,2000,100,4,,,4,,,4,,,4,,,4,,,4,,
1,218,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,439,1,1,1,2400,,4,,,4,,,4,,,4,,,4,,,4,,
1,552,5,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,219,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,367,2,1,4,,,4,,,4,,,4,,,4,,,1,1400,,4,,
1,244,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,190,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,1,1,1,10500,,4,,,4,,,4,,,4,,,4,,,4,,
2,588,3,1,2,,3000,2,,5000,2,,5000,4,,,4,,,4,,,4,,
2,476,1,1,4,,,2,,4500,4,,,4,,,4,,,4,,,4,,
2,401,1,1,1,2300,,4,,,1,1800,,4,,,4,,,4,,,4,,
2,542,3,1,4,,,4,,,4,,,4,,,4,,,1,3500,,4,,
1,263,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,414,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,310,1,8,4,,,4,,,4,,,1,1950,,4,,,4,,,4,,
1,9,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,384,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,247,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,501,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,258,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,4,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,244,7,1,4,,,4,,,4,,,1,150,,4,,,4,,,4,,
2,155,2,2,1,200,,4,,,4,,,4,,,4,,,1,800,,4,,
1,145,11,1,1,3150,,4,,,2,,1500,4,,,4,,,4,,,4,,
1,202,2,7,4,,,4,,,4,,,1,3000,,4,,,1,500,,4,,
2,32,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,196,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,226,6,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,201,2,1,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
2,291,1,1,4,,,4,,,4,,,4,,,4,,,1,800,,4,,
1,193,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,571,2,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
2,352,2,1,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
1,150,1,7,2,,1500,2,,1000,4,,,4,,,4,,,4,,,4,,
2,568,1,2,1,1000,,4,,,1,200,,4,,,4,,,4,,,4,,
2,192,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,433,3,2,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,412,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,308,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,308,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,565,2,3,1,2500,,1,3500,,1,4000,,4,,,4,,,4,,,4,,
2,227,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,11,1,4,,,4,,,4,,,1,2500,,1,1400,,4,,,4,,
1,301,2,2,4,,,4,,,4,,,1,2000,,1,700,,1,1000,,4,,
1,251,10,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,383,11,1,1,500,,4,,,1,2100,,4,,,4,,,4,,,4,,
2,44,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,584,7,1,1,1400,,2,,3500,4,,,4,,,1,700,,4,,,4,,
1,578,1,2,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,221,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,74,3,1,1,4200,,1,14000,,1,3500,,4,,,4,,,4,,,4,,
2,86,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,530,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,570,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,285,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,29,11,1,4,,,4,,,4,,,4,,,4,,,1,3000,,4,,
2,22,1,1,4,,,4,,,2,,1500,4,,,4,,,4,,,4,,
2,517,2,1,1,300,,4,,,4,,,1,250,,4,,,4,,,4,,
2,198,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,120,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,94,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,291,2,1,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
2,270,2,1,4,,,2,,14000,2,,14000,4,,,4,,,4,,,4,,
1,335,11,17,1,2500,,4,,,1,1750,,1,700,,1,850,,1,200,,4,,
2,570,3,1,4,,,1,4550,,1,1400,,4,,,4,,,4,,,4,,
1,239,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,376,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,76,1,1,4,,,4,,,3,1000,2500,4,,,4,,,4,,,4,,
2,492,2,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
2,575,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,1,1,1,1200,,4,,,4,,,1,700,,4,,,4,,,4,,
1,125,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,173,3,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,441,3,19,1,29100,,4,,,4,,,4,,,4,,,4,,,4,,
1,182,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,74,8,5,4,,,4,,,1,400,,4,,,4,,,4,,,4,,
1,31,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,128,3,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,54,1,5,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,159,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,298,2,2,2,,3200,2,,6500,4,,,4,,,4,,,4,,,4,,
2,75,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,548,5,3,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
2,393,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,3,1,1,2100,,4,,,1,2000,,4,,,4,,,4,,,4,,
1,103,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,395,1,1,1,1250,,4,,,1,3500,,4,,,4,,,4,,,4,,
1,529,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,515,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,482,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,265,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,151,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,176,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,235,6,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,94,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,296,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,156,2,1,4,,,4,,,2,,2000,4,,,4,,,4,,,4,,
1,339,11,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,576,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,5,11,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,553,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,268,1,2,1,3100,,2,,1000,1,600,,1,300,,4,,,4,,,4,,
2,82,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,594,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,365,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,541,6,1,1,725,,1,1000,,1,400,,4,,,4,,,1,1200,,4,,
1,379,9,1,1,3150,,4,,,4,,,4,,,4,,,4,,,4,,
1,143,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,556,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,297,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,3,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,406,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,122,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,318,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,11,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,95,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,289,11,1,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,555,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,490,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,271,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,551,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,347,3,2,4,,,4,,,4,,,4,,,2,,250,1,150,,4,,
2,566,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,164,1,1,4,,,2,,3500,4,,,1,2450,,4,,,2,,800,4,,
2,526,3,1,4,,,4,,,4,,,1,750,,1,700,,4,,,4,,
2,340,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,297,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,366,3,2,1,3800,,4,,,4,,,4,,,4,,,4,,,4,,
1,99,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,197,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,251,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,60,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,471,1,1,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
2,480,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,287,6,5,1,400,,4,,,4,,,4,,,4,,,4,,,4,,
1,353,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,480,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,115,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,389,2,3,4,,,4,,,1,600,,4,,,4,,,4,,,4,,
2,292,6,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,562,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,497,1,3,1,4550,,4,,,4,,,4,,,4,,,4,,,4,,
2,286,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,480,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,465,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,360,4,1,4,,,2,,1000,4,,,4,,,2,,150,2,,100,4,,
2,105,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,92,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,3,1,1,1400,,4,,,1,300,,1,50,,1,600,,1,2250,,4,,
2,203,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,275,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,590,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,9,1,4,,,2,,7000,4,,,4,,,4,,,4,,,4,,
2,134,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,581,2,3,2,,2000,2,,3000,4,,,4,,,1,400,,4,,,4,,
2,444,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,451,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,331,5,1,4,,,4,,,1,1500,,4,,,4,,,4,,,4,,
1,74,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
