"vague","grappe","menage","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
2,96,8,23,1,25,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,6,14,1,8750,,4,,,4,,,4,,,1,1750,,1,1200,,4,,
1,129,5,1,4,,,1,5950,,1,14000,,4,,,4,,,4,,,4,,
1,508,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,434,4,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
1,263,3,1,4,,,4,,,4,,,4,,,1,500,,1,1000,,4,,
2,375,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,491,8,3,1,7000,,4,,,4,,,1,2800,,4,,,4,,,4,,
1,106,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,499,3,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,170,7,2,1,1800,,4,,,4,,,4,,,4,,,4,,,4,,
1,584,6,3,1,600,,4,,,4,,,4,,,4,,,4,,,4,,
2,336,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,4,1,1,750,,4,,,4,,,4,,,4,,,4,,,4,,
1,65,5,2,4,,,4,,,1,600,,4,,,4,,,4,,,4,,
2,354,7,2,4,,,4,,,4,,,1,1500,,4,,,4,,,4,,
1,392,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,55,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,354,8,1,4,,,1,14000,,1,17200,,1,3500,,4,,,1,1600,,4,,
1,436,2,9,4,,,4,,,4,,,4,,,1,700,,4,,,4,,
2,424,6,4,1,5000,,4,,,4,,,4,,,1,800,,4,,,4,,
1,396,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,1,2,1,1000,,2,,2500,2,,1500,3,800,500,3,1200,600,1,1000,,4,,
2,564,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,231,8,1,4,,,4,,,4,,,4,,,1,400,,4,,,4,,
1,41,5,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,388,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,13,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,29,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,9,3,4,,,4,,,4,,,4,,,4,,,1,300,,4,,
1,271,4,1,1,3000,,2,,3500,2,,2000,4,,,4,,,4,,,4,,
1,429,7,1,4,,,4,,,4,,,4,,,1,1500,,1,1600,,4,,
2,4,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,10,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,395,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,5,3,4,,,4,,,1,800,,4,,,4,,,4,,,4,,
1,37,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,397,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,451,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,4,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,590,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,498,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,135,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,229,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,9,3,4,,,4,,,4,,,4,,,2,,200,4,,,4,,
1,559,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,30,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,7,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,496,5,3,1,10500,,4,,,4,,,4,,,4,,,4,,,4,,
1,244,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,478,6,1,1,3500,,1,7000,,1,7000,,4,,,1,4200,,1,700,,4,,
2,280,7,2,2,,650,2,,2000,4,,,4,,,4,,,4,,,4,,
1,220,9,1,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
1,535,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,305,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,282,6,1,4,,,2,,6000,4,,,4,,,4,,,4,,,4,,
2,515,5,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
1,33,6,10,1,30000,,4,,,4,,,4,,,4,,,4,,,4,,
2,134,8,3,4,,,4,,,1,250,,4,,,4,,,4,,,4,,
2,100,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,357,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,409,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,585,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,6,1,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,7,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,457,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,386,7,2,4,,,4,,,1,425,,4,,,4,,,4,,,4,,
2,523,7,1,1,2250,,4,,,1,800,,4,,,4,,,4,,,4,,
2,544,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,65,4,2,4,,,4,,,1,700,,4,,,4,,,4,,,4,,
2,28,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,385,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,476,8,1,4,,,3,4000,3000,4,,,4,,,4,,,4,,,4,,
2,382,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,541,7,1,4,,,3,2000,2500,4,,,1,700,,2,,600,4,,,4,,
2,176,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,26,6,1,4,,,2,,6000,1,1500,,4,,,4,,,4,,,4,,
2,64,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,563,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,303,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,466,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,50,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,136,10,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,325,5,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,473,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,408,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,507,2,1,4,,,4,,,4,,,4,,,1,1400,,4,,,4,,
2,34,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,459,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,211,8,2,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
1,241,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,496,6,2,1,10500,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,7,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,564,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,197,12,4,4,,,4,,,2,,5000,4,,,4,,,4,,,4,,
2,119,10,1,1,2000,,1,3500,,1,3500,,4,,,1,350,,1,700,,4,,
1,337,6,1,4,,,1,10000,,4,,,4,,,4,,,4,,,4,,
2,254,6,1,1,450,,4,,,1,2500,,4,,,4,,,4,,,4,,
1,68,1,3,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
1,259,2,1,4,,,4,,,4,,,4,,,1,500,,1,1000,,4,,
1,559,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,282,7,2,1,3800,,4,,,4,,,4,,,4,,,4,,,4,,
1,281,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,113,11,1,1,3300,,4,,,4,,,4,,,4,,,4,,,4,,
1,430,7,1,1,1500,,4,,,4,,,1,1000,,1,100,,1,700,,4,,
1,331,8,2,1,1000,,1,14000,,1,23000,,4,,,4,,,4,,,4,,
1,477,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,524,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,9,1,4,,,4,,,1,3000,,1,1500,,1,1000,,1,1250,,4,,
2,8,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,294,8,1,4,,,4,,,4,,,4,,,4,,,1,300,,4,,
1,139,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,495,10,1,1,2100,,4,,,4,,,4,,,4,,,1,400,,4,,
2,209,6,1,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
1,242,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,228,3,2,4,,,4,,,4,,,1,8800,,4,,,4,,,4,,
2,488,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,196,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,54,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,253,3,7,4,,,4,,,4,,,4,,,4,,,1,700,,4,,
1,364,6,12,4,,,2,,2500,4,,,4,,,4,,,4,,,4,,
1,150,8,2,4,,,4,,,1,2800,,1,300,,4,,,4,,,4,,
2,336,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,532,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,511,6,5,1,17500,,4,,,4,,,4,,,4,,,4,,,4,,
2,260,8,1,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
1,273,8,7,1,3675,,4,,,4,,,4,,,4,,,4,,,4,,
1,261,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,186,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,8,2,4,,,4,,,1,1200,,2,,2100,4,,,4,,,4,,
2,437,10,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,7,1,1,2100,,4,,,4,,,4,,,4,,,1,800,,4,,
2,12,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,403,7,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,90,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,123,11,2,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
2,16,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,356,7,1,1,2500,,1,1750,,4,,,4,,,4,,,4,,,4,,
2,322,8,2,1,3650,,1,6000,,4,,,1,1300,,4,,,1,800,,4,,
1,497,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,261,4,12,4,,,4,,,1,900,,4,,,4,,,4,,,4,,
2,328,7,2,4,,,4,,,1,700,,4,,,4,,,4,,,4,,
1,438,9,1,4,,,4,,,4,,,1,1000,,4,,,1,1500,,1,1000,
1,350,3,13,1,6625,,4,,,4,,,4,,,4,,,4,,,4,,
1,360,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,256,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,534,7,1,3,2800,525,2,,3500,1,3600,,1,1000,,4,,,1,2000,,4,,
1,74,10,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,236,8,1,4,,,4,,,4,,,1,500,,2,,600,4,,,4,,
1,514,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,531,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,555,6,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,176,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,396,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,9,3,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
2,160,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,51,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,398,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,244,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,372,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,211,9,2,1,1200,,4,,,4,,,4,,,4,,,4,,,4,,
2,178,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,470,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,358,12,1,4,,,2,,4500,4,,,4,,,2,,350,4,,,4,,
1,21,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,204,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,539,6,1,1,2100,,1,4000,,1,4000,,4,,,4,,,4,,,4,,
2,156,8,1,4,,,2,,21000,4,,,4,,,4,,,4,,,4,,
1,508,12,1,1,2625,,4,,,4,,,4,,,4,,,4,,,4,,
2,162,9,1,4,,,2,,14400,2,,2000,4,,,4,,,4,,,4,,
2,26,7,1,1,7000,,4,,,1,14000,,4,,,1,1500,,4,,,4,,
1,213,2,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,301,12,2,1,11850,,4,,,4,,,1,3500,,1,1750,,1,800,,4,,
2,494,6,1,1,4200,,4,,,4,,,4,,,4,,,4,,,4,,
1,285,7,1,1,5250,,4,,,4,,,1,250,,4,,,4,,,4,,
2,102,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,420,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,428,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,48,7,2,4,,,1,1800,,4,,,4,,,4,,,4,,,4,,
2,555,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,8,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,229,6,1,4,,,4,,,4,,,1,700,,1,1100,,1,1000,,4,,
1,309,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,213,3,23,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,222,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,429,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,325,9,1,4,,,4,,,4,,,4,,,1,2450,,4,,,4,,
2,300,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,392,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,132,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,172,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,485,12,1,1,3500,,4,,,4,,,4,,,1,500,,4,,,4,,
1,191,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,448,7,1,2,,300,2,,500,2,,500,4,,,4,,,4,,,4,,
2,109,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,503,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,538,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,264,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,43,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,131,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,267,4,1,4,,,4,,,4,,,4,,,4,,,1,1500,,4,,
1,497,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,447,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,492,7,3,1,8000,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,479,12,1,1,4500,,1,10000,,1,2500,,4,,,4,,,4,,,4,,
1,463,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,455,9,18,1,2500,,4,,,4,,,1,700,,1,1500,,4,,,4,,
1,387,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,213,4,1,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,192,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,547,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,423,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,63,9,1,4,,,4,,,1,1500,,4,,,4,,,4,,,4,,
2,76,6,1,4,,,4,,,4,,,4,,,4,,,2,,900,4,,
2,328,8,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,87,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,97,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,168,7,2,1,700,,4,,,4,,,4,,,4,,,1,100,,4,,
2,344,11,2,4,,,4,,,1,4500,,4,,,4,,,4,,,4,,
2,256,9,8,1,1000,,4,,,4,,,4,,,4,,,1,700,,4,,
1,222,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,138,10,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,393,12,1,1,700,,4,,,4,,,4,,,1,700,,4,,,4,,
2,310,6,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,242,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,52,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,478,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,476,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,236,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,9,1,4,,,2,,20000,4,,,4,,,4,,,4,,,4,,
1,387,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,248,7,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,85,11,4,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
1,557,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,297,11,1,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,160,8,1,4,,,4,,,4,,,1,450,,4,,,4,,,4,,
2,570,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,556,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,152,3,2,2,,1750,2,,3500,4,,,1,250,,4,,,4,,,4,,
2,579,8,1,1,700,,1,3500,,1,1550,,4,,,1,350,,4,,,4,,
1,87,9,1,2,,1000,2,,4200,2,,3500,4,,,4,,,4,,,4,,
2,28,7,1,1,250,,1,250,,1,10500,,4,,,4,,,4,,,4,,
1,311,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,90,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,179,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,274,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,118,5,2,4,,,4,,,1,400,,4,,,4,,,4,,,4,,
1,154,2,1,1,900,,4,,,1,2800,,1,2100,,4,,,4,,,4,,
1,169,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,371,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,572,11,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,281,12,6,1,8750,,4,,,4,,,4,,,4,,,4,,,4,,
1,1,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,577,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,170,8,2,4,,,1,1000,,4,,,4,,,4,,,4,,,4,,
1,487,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,313,11,2,1,6400,,4,,,4,,,1,2000,,4,,,1,1700,,4,,
2,248,8,1,4,,,4,,,4,,,2,,1000,1,1100,,4,,,4,,
1,99,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,97,5,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,111,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,303,3,1,1,8400,,4,,,4,,,1,5500,,4,,,4,,,4,,
1,499,7,1,1,2800,,1,2000,,4,,,4,,,4,,,4,,,4,,
2,205,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,118,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,76,7,9,4,,,1,3000,,4,,,1,1500,,4,,,4,,,4,,
2,279,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,130,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,560,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,288,4,1,4,,,2,,1800,4,,,4,,,4,,,4,,,4,,
1,593,10,1,1,4550,,4,,,4,,,4,,,4,,,4,,,4,,
2,219,9,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,559,7,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,409,7,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,37,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,197,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,343,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,189,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,317,10,1,4,,,4,,,4,,,2,,1000,4,,,1,500,,4,,
1,189,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,570,10,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,112,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,314,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,417,7,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
2,534,8,1,1,2100,,1,3500,,1,3500,,4,,,4,,,1,300,,4,,
2,18,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,207,8,1,4,,,4,,,1,5000,,4,,,4,,,4,,,4,,
2,288,5,1,2,,5000,4,,,4,,,4,,,4,,,4,,,4,,
2,164,6,2,4,,,2,,7000,4,,,1,1750,,4,,,4,,,4,,
1,137,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,315,4,4,4,,,4,,,4,,,4,,,4,,,1,1050,,4,,
2,450,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,152,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,381,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,257,5,4,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
2,506,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,119,11,8,1,5200,,4,,,4,,,4,,,4,,,4,,,4,,
2,183,7,2,4,,,1,2500,,4,,,4,,,4,,,4,,,4,,
1,305,11,1,4,,,4,,,4,,,1,2000,,4,,,4,,,4,,
1,552,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,56,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,404,1,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,438,8,1,4,,,4,,,4,,,1,1500,,1,1250,,1,1600,,4,,
2,500,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,158,7,2,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
1,108,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,153,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,520,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,297,2,1,4,,,4,,,4,,,1,2200,,4,,,4,,,4,,
2,399,10,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,30,9,1,4,,,1,5200,,4,,,4,,,4,,,4,,,4,,
1,281,10,5,1,7000,,4,,,1,8000,,1,3000,,1,50,,4,,,4,,
2,240,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,169,4,2,4,,,4,,,1,500,,4,,,4,,,1,700,,4,,
1,112,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,139,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,133,9,1,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
1,586,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,257,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,9,2,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
1,507,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,31,9,1,4,,,1,4800,,4,,,4,,,4,,,4,,,4,,
2,158,8,1,1,2000,,4,,,4,,,4,,,4,,,4,,,4,,
2,519,6,2,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
1,133,3,1,4,,,4,,,1,450,,4,,,4,,,4,,,4,,
2,517,8,1,1,900,,4,,,4,,,4,,,4,,,4,,,4,,
2,238,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,353,7,1,4,,,2,,2000,2,,2000,4,,,4,,,1,500,,4,,
2,115,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,165,3,1,2,,1400,2,,16800,4,,,1,500,,4,,,4,,,4,,
1,290,5,1,1,3150,,4,,,4,,,4,,,4,,,4,,,4,,
1,289,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,298,11,1,1,2450,,1,3500,,1,3500,,1,1225,,4,,,1,800,,4,,
1,195,3,1,1,1000,,1,800,,4,,,4,,,1,250,,4,,,4,,
2,386,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,188,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,296,8,1,1,7100,,4,,,4,,,1,4800,,4,,,4,,,4,,
2,304,6,13,1,6500,,1,10300,,4,,,1,8750,,4,,,1,8000,,4,,
1,163,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,253,6,1,4,,,2,,22500,4,,,4,,,4,,,4,,,4,,
1,501,5,7,1,2500,,4,,,4,,,4,,,4,,,4,,,4,,
2,460,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,596,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,558,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,104,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,27,11,1,1,2500,,1,4000,,1,4000,,4,,,4,,,4,,,4,,
1,485,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,313,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,502,3,10,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
